Index	low	moderate	severe
2017-03-22 02:50:00	87.74	NA	87.74
2017-03-22 02:55:00	NA	NA	86.72
2017-03-22 03:00:00	NA	NA	85.97
2017-03-22 03:05:00	NA	NA	85.7
2017-03-22 03:10:00	NA	NA	85.86
2017-03-22 03:15:00	NA	NA	86.55
2017-03-22 03:20:00	NA	NA	88.07
2017-03-22 03:25:00	NA	NA	90.57
2017-03-22 03:30:00	NA	NA	92.71
2017-03-22 03:35:00	NA	NA	93.92
2017-03-22 03:40:00	NA	NA	94.42
2017-03-22 03:45:00	NA	NA	94.33
2017-03-22 03:50:00	NA	NA	94.15
2017-03-22 03:55:00	NA	NA	93.97
2017-03-22 04:00:00	NA	NA	93.73
2017-03-22 04:05:00	NA	NA	93.47
2017-03-22 04:10:00	NA	NA	93.35
2017-03-22 04:15:00	NA	NA	93.44
2017-03-22 04:20:00	NA	NA	93.67
2017-03-22 04:25:00	NA	NA	93.85
2017-03-22 04:30:00	NA	NA	93.95
2017-03-22 04:35:00	NA	NA	93.99
2017-03-22 04:40:00	NA	NA	93.97
2017-03-22 04:45:00	NA	NA	93.87
2017-03-22 04:50:00	NA	NA	93.57
2017-03-22 04:55:00	NA	NA	92.64
2017-03-22 05:00:00	NA	NA	91.01
2017-03-22 05:05:00	NA	NA	89.66
2017-03-22 05:10:00	NA	NA	89.13
2017-03-22 05:15:00	NA	NA	89.65
2017-03-22 05:20:00	NA	NA	91.21
2017-03-22 05:25:00	NA	NA	92.92
2017-03-22 05:30:00	NA	NA	93.98
2017-03-22 05:35:00	NA	NA	94.5
2017-03-22 05:40:00	NA	NA	94.73
2017-03-22 05:45:00	NA	NA	94.79
2017-03-22 05:50:00	NA	NA	94.67
2017-03-22 05:55:00	94.44	NA	94.44
2017-03-22 06:00:00	94.35	NA	94.35
2017-03-22 06:05:00	94.43	NA	94.43
2017-03-22 06:10:00	94.66	NA	94.66
2017-03-22 06:15:00	94.83	NA	94.83
2017-03-22 06:20:00	94.91	NA	94.91
2017-03-22 06:25:00	94.97	NA	94.97
2017-03-22 06:30:00	95.1	NA	95.1
2017-03-22 06:35:00	95.53	NA	NA
2017-03-22 06:40:00	95.92	NA	NA
2017-03-22 06:45:00	96.24	NA	NA
2017-03-22 06:50:00	96.59	NA	NA
2017-03-22 06:55:00	96.78	NA	NA
2017-03-22 07:00:00	96.83	NA	NA
2017-03-22 07:05:00	96.64	NA	NA
2017-03-22 07:10:00	96.01	NA	NA
2017-03-22 07:15:00	95.17	NA	NA
2017-03-22 07:20:00	94.19	NA	NA
2017-03-22 07:25:00	93.55	NA	NA
2017-03-22 07:30:00	93.22	NA	NA
2017-03-22 07:35:00	93.09	NA	NA
2017-03-22 07:40:00	93.21	NA	NA
2017-03-22 07:45:00	93.77	NA	93.77
2017-03-22 07:50:00	94.72	NA	94.72
2017-03-22 07:55:00	96.12	NA	96.12
2017-03-22 08:00:00	97.73	NA	97.73
2017-03-22 08:05:00	98.47	NA	98.47
2017-03-22 08:10:00	98.06	NA	98.06
2017-03-22 08:15:00	98.09	NA	98.09
2017-03-22 08:20:00	99.63	NA	99.63
2017-03-22 08:25:00	NA	NA	101.08
2017-03-22 08:30:00	NA	NA	102.07
2017-03-22 08:35:00	NA	NA	102.86
2017-03-22 08:40:00	NA	NA	103.22
2017-03-22 08:45:00	NA	NA	103
2017-03-22 08:50:00	NA	NA	102
2017-03-22 08:55:00	NA	NA	100.53
2017-03-22 09:00:00	NA	NA	99.15
2017-03-22 09:05:00	NA	NA	98.02
2017-03-22 09:10:00	NA	NA	97.98
2017-03-22 09:15:00	NA	NA	99.22
2017-03-22 09:20:00	NA	NA	99.49
2017-03-22 09:25:00	NA	NA	99.3
2017-03-22 09:30:00	NA	NA	99.38
2017-03-22 09:35:00	NA	NA	100.13
2017-03-22 09:40:00	NA	NA	101.53
2017-03-22 09:45:00	NA	NA	103.6
2017-03-22 09:50:00	NA	NA	106.51
2017-03-22 09:55:00	NA	NA	109.93
2017-03-22 10:00:00	NA	NA	112.84
2017-03-22 10:05:00	NA	NA	114.47
2017-03-22 10:10:00	NA	NA	115.15
2017-03-22 10:15:00	NA	NA	115.14
2017-03-22 10:20:00	NA	NA	114.17
2017-03-22 10:25:00	NA	NA	112.27
2017-03-22 10:30:00	NA	NA	109.86
2017-03-22 10:35:00	NA	NA	107.35
2017-03-22 10:40:00	NA	NA	104.92
2017-03-22 10:45:00	NA	NA	102.56
2017-03-22 10:50:00	NA	NA	100.56
2017-03-22 10:55:00	NA	NA	99.29
2017-03-22 11:00:00	NA	NA	98.72
2017-03-22 11:05:00	NA	NA	98.66
2017-03-22 11:10:00	NA	NA	99.08
2017-03-22 11:15:00	NA	NA	100.1
2017-03-22 11:20:00	NA	NA	101.72
2017-03-22 11:25:00	NA	NA	103.79
2017-03-22 11:30:00	NA	NA	106.22
2017-03-22 11:35:00	NA	NA	108.79
2017-03-22 11:40:00	NA	NA	111.24
2017-03-22 11:45:00	NA	NA	113.31
2017-03-22 11:50:00	NA	NA	114.95
2017-03-22 11:55:00	NA	NA	116.03
2017-03-22 12:00:00	NA	NA	116.52
2017-03-22 12:05:00	NA	NA	116.28
2017-03-22 12:10:00	NA	NA	115.5
2017-03-22 12:15:00	NA	NA	115.06
2017-03-22 12:20:00	NA	NA	115
2017-03-22 12:25:00	NA	NA	115.78
2017-03-22 12:30:00	NA	NA	117.48
2017-03-22 12:35:00	NA	NA	119.93
2017-03-22 12:40:00	NA	NA	122.84
2017-03-22 12:45:00	NA	NA	125.65
2017-03-22 12:50:00	NA	NA	127.95
2017-03-22 12:55:00	NA	NA	129.64
2017-03-22 13:00:00	NA	NA	130.62
2017-03-22 13:05:00	NA	NA	130.97
2017-03-22 13:10:00	NA	NA	131.09
2017-03-22 13:15:00	NA	NA	131.12
2017-03-22 13:20:00	NA	NA	130.81
2017-03-22 13:25:00	NA	NA	130.37
2017-03-22 13:30:00	NA	NA	130
2017-03-22 13:35:00	NA	NA	129.69
2017-03-22 13:40:00	NA	NA	129.38
2017-03-22 13:45:00	NA	NA	128.56
2017-03-22 13:50:00	NA	NA	127.36
2017-03-22 13:55:00	NA	NA	125.78
2017-03-22 14:00:00	NA	NA	123.7
2017-03-22 14:05:00	NA	NA	121.44
2017-03-22 14:10:00	NA	NA	119.28
2017-03-22 14:15:00	NA	NA	117.28
2017-03-22 14:20:00	NA	NA	115.42
2017-03-22 14:25:00	NA	NA	113.79
2017-03-22 14:30:00	NA	NA	112.42
2017-03-22 14:35:00	NA	NA	110.97
2017-03-22 14:40:00	NA	NA	109.42
2017-03-22 14:45:00	NA	NA	107.79
2017-03-22 14:50:00	NA	NA	106.44
2017-03-22 14:55:00	NA	NA	105.37
2017-03-22 15:00:00	NA	NA	104.53
2017-03-22 15:05:00	104.05	NA	104.05
2017-03-22 15:10:00	104.07	NA	104.07
2017-03-22 15:15:00	104.52	NA	104.52
2017-03-22 15:20:00	104.95	NA	104.95
2017-03-22 15:25:00	105.37	NA	105.37
2017-03-22 15:30:00	105.87	NA	105.87
2017-03-22 15:35:00	106.28	NA	106.28
2017-03-22 15:40:00	106.37	NA	106.37
2017-03-22 15:45:00	106.07	NA	NA
2017-03-22 15:50:00	105.34	NA	NA
2017-03-22 15:55:00	104.31	NA	NA
2017-03-22 16:00:00	103.33	NA	NA
2017-03-22 16:05:00	102.4	NA	NA
2017-03-22 16:10:00	101.34	NA	NA
2017-03-22 16:15:00	100.33	NA	NA
2017-03-22 16:20:00	99.48	NA	NA
2017-03-22 16:25:00	98.8	NA	NA
2017-03-22 16:30:00	98.06	NA	NA
2017-03-22 16:35:00	96.97	NA	NA
2017-03-22 16:40:00	95.69	NA	NA
2017-03-22 16:45:00	95.05	NA	NA
2017-03-22 16:50:00	95.34	NA	NA
2017-03-22 16:55:00	96.33	96.33	NA
2017-03-22 17:00:00	97.6	97.6	NA
2017-03-22 17:05:00	98.88	98.88	NA
2017-03-22 17:10:00	100.29	100.29	NA
2017-03-22 17:15:00	102.3	102.3	NA
2017-03-22 17:20:00	105.13	105.13	NA
2017-03-22 17:25:00	108	108	NA
2017-03-22 17:30:00	110.07	110.07	NA
2017-03-22 17:35:00	NA	111.3	NA
2017-03-22 17:40:00	NA	112.12	NA
2017-03-22 17:45:00	NA	112.85	NA
2017-03-22 17:50:00	NA	113.43	NA
2017-03-22 17:55:00	NA	113.84	NA
2017-03-22 18:00:00	NA	114.37	NA
2017-03-22 18:05:00	NA	114.93	NA
2017-03-22 18:10:00	NA	115.78	NA
2017-03-22 18:15:00	NA	116.66	NA
2017-03-22 18:20:00	NA	117.64	NA
2017-03-22 18:25:00	NA	119.48	NA
2017-03-22 18:30:00	NA	122.64	NA
2017-03-22 18:35:00	NA	126.29	NA
2017-03-22 18:40:00	NA	129.6	NA
2017-03-22 18:45:00	NA	133.15	133.15
2017-03-22 18:50:00	NA	137.35	137.35
2017-03-22 18:55:00	NA	142.28	142.28
2017-03-22 19:00:00	NA	147.65	147.65
2017-03-22 19:05:00	NA	152.98	152.98
2017-03-22 19:10:00	NA	159.03	159.03
2017-03-22 19:15:00	NA	166	166
2017-03-22 19:20:00	NA	173.14	173.14
2017-03-22 19:25:00	NA	NA	179.97
2017-03-22 19:30:00	NA	NA	186.66
2017-03-22 19:35:00	NA	NA	193.42
2017-03-22 19:40:00	NA	NA	200.45
2017-03-22 19:45:00	NA	NA	206.05
2017-03-22 19:50:00	NA	NA	209.81
2017-03-22 19:55:00	NA	NA	213.28
2017-03-22 20:00:00	NA	NA	215.81
2017-03-22 20:05:00	NA	NA	217.5
2017-03-22 20:10:00	NA	NA	218.31
2017-03-22 20:15:00	NA	NA	218.44
2017-03-22 20:20:00	NA	NA	218.71
2017-03-22 20:25:00	NA	NA	219.49
2017-03-22 20:30:00	NA	NA	220.48
2017-03-22 20:35:00	NA	NA	221.23
2017-03-22 20:40:00	NA	NA	221.6
2017-03-22 20:45:00	NA	NA	221.59
2017-03-22 20:50:00	NA	NA	220.83
2017-03-22 20:55:00	NA	NA	219.06
2017-03-22 21:00:00	NA	NA	216.53
2017-03-22 21:05:00	NA	NA	213.29
2017-03-22 21:10:00	NA	NA	209.56
2017-03-22 21:15:00	NA	NA	205.5
2017-03-22 21:20:00	NA	NA	201.1
2017-03-22 21:25:00	NA	NA	196.4
2017-03-22 21:30:00	NA	NA	191.72
2017-03-22 21:35:00	NA	NA	187.26
2017-03-22 21:40:00	NA	NA	182.76
2017-03-22 21:45:00	NA	NA	177.76
2017-03-22 21:50:00	NA	NA	172.06
2017-03-22 21:55:00	NA	NA	165.59
2017-03-22 22:00:00	NA	NA	158.9
2017-03-22 22:05:00	NA	NA	152.5
2017-03-22 22:10:00	NA	NA	146.62
2017-03-22 22:15:00	NA	NA	140.77
2017-03-22 22:20:00	NA	NA	134.95
2017-03-22 22:25:00	NA	129.45	129.45
2017-03-22 22:30:00	NA	124.23	124.23
2017-03-22 22:35:00	NA	120.02	120.02
2017-03-22 22:40:00	NA	116.17	116.17
2017-03-22 22:45:00	NA	112.5	112.5
2017-03-22 22:50:00	NA	109.09	109.09
2017-03-22 22:55:00	NA	105.9	105.9
2017-03-22 23:00:00	NA	103.07	103.07
2017-03-22 23:05:00	NA	100.4	NA
2017-03-22 23:10:00	NA	97.98	NA
2017-03-22 23:15:00	NA	95.92	NA
2017-03-22 23:20:00	NA	93.94	NA
2017-03-22 23:25:00	NA	91.99	NA
2017-03-22 23:30:00	NA	90.05	NA
2017-03-22 23:35:00	NA	88.16	NA
2017-03-22 23:40:00	NA	86.37	NA
2017-03-22 23:45:00	NA	84.77	NA
2017-03-22 23:50:00	NA	83.35	NA
2017-03-22 23:55:00	NA	81.74	NA
2017-03-23 00:00:00	NA	79.9	NA
2017-03-23 00:05:00	NA	77.67	NA
2017-03-23 00:10:00	NA	75.28	NA
2017-03-23 00:15:00	NA	72.78	72.78
2017-03-23 00:20:00	NA	70.77	70.77
2017-03-23 00:25:00	NA	70.01	70.01
2017-03-23 00:30:00	NA	70.72	70.72
2017-03-23 00:35:00	NA	72.48	72.48
2017-03-23 00:40:00	NA	74	74
2017-03-23 00:45:00	NA	75.09	75.09
2017-03-23 00:50:00	NA	75.85	75.85
2017-03-23 00:55:00	NA	NA	76.52
2017-03-23 01:00:00	NA	NA	77.35
2017-03-23 01:05:00	NA	NA	78.3
2017-03-23 01:10:00	NA	NA	79.33
2017-03-23 01:15:00	NA	NA	80.19
2017-03-23 01:20:00	NA	NA	81.05
2017-03-23 01:25:00	NA	NA	81.93
2017-03-23 01:30:00	NA	NA	82.76
2017-03-23 01:35:00	NA	NA	83.43
2017-03-23 01:40:00	NA	NA	83.88
2017-03-23 01:45:00	NA	NA	84.23
2017-03-23 01:50:00	NA	NA	84.56
2017-03-23 01:55:00	NA	NA	84.69
2017-03-23 02:00:00	NA	NA	84.6
2017-03-23 02:05:00	NA	NA	84.19
2017-03-23 02:10:00	NA	NA	83.21
2017-03-23 02:15:00	NA	NA	82.16
2017-03-23 02:20:00	NA	NA	81.31
2017-03-23 02:25:00	NA	NA	80.99
2017-03-23 02:30:00	NA	NA	81.21
2017-03-23 02:35:00	NA	NA	81.91
2017-03-23 02:40:00	NA	NA	82.71
2017-03-23 02:45:00	NA	NA	83.4
2017-03-23 02:50:00	NA	NA	83.88
2017-03-23 02:55:00	NA	NA	84.31
2017-03-23 03:00:00	NA	NA	84.81
2017-03-23 03:05:00	NA	NA	85.3
2017-03-23 03:10:00	NA	NA	85.86
2017-03-23 03:15:00	NA	NA	86.44
2017-03-23 03:20:00	NA	NA	87.14
2017-03-23 03:25:00	NA	NA	87.9
2017-03-23 03:30:00	NA	NA	88.59
2017-03-23 03:35:00	NA	NA	89.07
2017-03-23 03:40:00	NA	NA	89.15
2017-03-23 03:45:00	NA	NA	88.95
2017-03-23 03:50:00	NA	NA	89.02
2017-03-23 03:55:00	89.49	NA	89.49
2017-03-23 04:00:00	89.91	NA	89.91
2017-03-23 04:05:00	90.21	NA	90.21
2017-03-23 04:10:00	90.42	NA	90.42
2017-03-23 04:15:00	91.3	NA	91.3
2017-03-23 04:20:00	93.14	NA	93.14
2017-03-23 04:25:00	94.57	NA	94.57
2017-03-23 04:30:00	95.35	NA	95.35
2017-03-23 04:35:00	95.77	NA	NA
2017-03-23 04:40:00	96.06	NA	NA
2017-03-23 04:45:00	96.36	NA	NA
2017-03-23 04:50:00	96.67	NA	NA
2017-03-23 04:55:00	96.91	NA	NA
2017-03-23 05:00:00	97.08	NA	NA
2017-03-23 05:05:00	97.29	NA	NA
2017-03-23 05:10:00	97.53	NA	NA
2017-03-23 05:15:00	97.55	NA	NA
2017-03-23 05:20:00	97.26	NA	NA
2017-03-23 05:25:00	96.67	NA	NA
2017-03-23 05:30:00	95.9	NA	NA
2017-03-23 05:35:00	94.69	NA	NA
2017-03-23 05:40:00	93.31	NA	NA
2017-03-23 05:45:00	93.24	NA	NA
2017-03-23 05:50:00	94.97	NA	NA
2017-03-23 05:55:00	97.47	NA	NA
2017-03-23 06:00:00	99.23	NA	NA
2017-03-23 06:05:00	100.19	NA	NA
2017-03-23 06:10:00	100.69	NA	NA
2017-03-23 06:15:00	100.83	NA	NA
2017-03-23 06:20:00	100.42	NA	NA
2017-03-23 06:25:00	99.58	NA	NA
2017-03-23 06:30:00	98.42	NA	NA
2017-03-23 06:35:00	96.84	NA	NA
2017-03-23 06:40:00	95.49	NA	NA
2017-03-23 06:45:00	94.73	NA	NA
2017-03-23 06:50:00	94.48	NA	NA
2017-03-23 06:55:00	94.76	NA	NA
2017-03-23 07:00:00	94.97	NA	NA
2017-03-23 07:05:00	94.67	NA	NA
2017-03-23 07:10:00	94.49	NA	NA
2017-03-23 07:15:00	94.66	NA	NA
2017-03-23 07:20:00	95.38	NA	NA
2017-03-23 07:25:00	96.31	NA	NA
2017-03-23 07:30:00	96.99	NA	NA
2017-03-23 07:35:00	97.31	97.31	NA
2017-03-23 07:40:00	97.36	97.36	NA
2017-03-23 07:45:00	97.53	97.53	NA
2017-03-23 07:50:00	98.85	98.85	NA
2017-03-23 07:55:00	100.94	100.94	NA
2017-03-23 08:00:00	103.83	103.83	NA
2017-03-23 08:05:00	107.1	107.1	NA
2017-03-23 08:10:00	110.14	110.14	NA
2017-03-23 08:15:00	NA	112.77	NA
2017-03-23 08:20:00	NA	114.87	NA
2017-03-23 08:25:00	NA	116.77	NA
2017-03-23 08:30:00	NA	118.45	NA
2017-03-23 08:35:00	NA	119.86	NA
2017-03-23 08:40:00	NA	121.02	NA
2017-03-23 08:45:00	NA	121.78	NA
2017-03-23 08:50:00	NA	122.26	NA
2017-03-23 08:55:00	NA	122.36	NA
2017-03-23 09:00:00	NA	122.05	NA
2017-03-23 09:05:00	NA	121.26	NA
2017-03-23 09:10:00	NA	120.13	NA
2017-03-23 09:15:00	NA	118.94	NA
2017-03-23 09:20:00	NA	117.71	NA
2017-03-23 09:25:00	116.42	116.42	NA
2017-03-23 09:30:00	115.35	115.35	NA
2017-03-23 09:35:00	114.7	114.7	NA
2017-03-23 09:40:00	114.09	114.09	NA
2017-03-23 09:45:00	113.47	113.47	NA
2017-03-23 09:50:00	112.7	112.7	NA
2017-03-23 09:55:00	111.69	111.69	NA
2017-03-23 10:00:00	110.55	110.55	NA
2017-03-23 10:05:00	109.52	NA	NA
2017-03-23 10:10:00	108.53	NA	NA
2017-03-23 10:15:00	106.69	NA	NA
2017-03-23 10:20:00	103.35	NA	NA
2017-03-23 10:25:00	100.49	NA	NA
2017-03-23 10:30:00	98.8	NA	NA
2017-03-23 10:35:00	98.16	NA	NA
2017-03-23 10:40:00	98.44	NA	NA
2017-03-23 10:45:00	99.05	NA	NA
2017-03-23 10:50:00	99.67	NA	NA
2017-03-23 10:55:00	100.9	NA	NA
2017-03-23 11:00:00	102.42	NA	NA
2017-03-23 11:05:00	103.52	NA	NA
2017-03-23 11:10:00	104.28	NA	NA
2017-03-23 11:15:00	105.05	NA	NA
2017-03-23 11:20:00	106.53	NA	NA
2017-03-23 11:25:00	107.77	NA	NA
2017-03-23 11:30:00	108.69	NA	NA
2017-03-23 11:35:00	109.35	NA	NA
2017-03-23 11:40:00	109.49	NA	NA
2017-03-23 11:45:00	108.65	NA	NA
2017-03-23 11:50:00	107	NA	NA
2017-03-23 11:55:00	104.84	NA	NA
2017-03-23 12:00:00	102.62	NA	NA
2017-03-23 12:05:00	100.9	NA	NA
2017-03-23 12:10:00	99.5	NA	NA
2017-03-23 12:15:00	97.87	NA	NA
2017-03-23 12:20:00	95.67	NA	NA
2017-03-23 12:25:00	93.62	NA	NA
2017-03-23 12:30:00	91.95	NA	NA
2017-03-23 12:35:00	90.84	NA	NA
2017-03-23 12:40:00	90.53	NA	NA
2017-03-23 12:45:00	90.91	NA	NA
2017-03-23 12:50:00	91.45	NA	NA
2017-03-23 12:55:00	91.94	NA	NA
2017-03-23 13:00:00	92.55	NA	NA
2017-03-23 13:05:00	93.57	93.57	NA
2017-03-23 13:10:00	95.41	95.41	NA
2017-03-23 13:15:00	98.35	98.35	NA
2017-03-23 13:20:00	102.24	102.24	NA
2017-03-23 13:25:00	106.29	106.29	NA
2017-03-23 13:30:00	109.69	109.69	NA
2017-03-23 13:35:00	112.06	112.06	NA
2017-03-23 13:40:00	113.53	113.53	NA
2017-03-23 13:45:00	NA	114.74	NA
2017-03-23 13:50:00	NA	116.4	NA
2017-03-23 13:55:00	NA	118.22	NA
2017-03-23 14:00:00	NA	118.95	NA
2017-03-23 14:05:00	NA	118.31	NA
2017-03-23 14:10:00	NA	116.78	NA
2017-03-23 14:15:00	NA	114.8	NA
2017-03-23 14:20:00	NA	113.16	NA
2017-03-23 14:25:00	NA	112.47	NA
2017-03-23 14:30:00	NA	112.95	NA
2017-03-23 14:35:00	NA	114.43	NA
2017-03-23 14:40:00	NA	116.36	NA
2017-03-23 14:45:00	NA	118.48	NA
2017-03-23 14:50:00	NA	120.53	NA
2017-03-23 14:55:00	NA	122.72	122.72
2017-03-23 15:00:00	NA	124.91	124.91
2017-03-23 15:05:00	NA	126.15	126.15
2017-03-23 15:10:00	NA	126.03	126.03
2017-03-23 15:15:00	NA	124.83	124.83
2017-03-23 15:20:00	NA	122.94	122.94
2017-03-23 15:25:00	NA	120.69	120.69
2017-03-23 15:30:00	NA	117.79	117.79
2017-03-23 15:35:00	NA	NA	114.37
2017-03-23 15:40:00	NA	NA	110.95
2017-03-23 15:45:00	NA	NA	107.63
2017-03-23 15:50:00	NA	NA	104.65
2017-03-23 15:55:00	NA	NA	102.12
2017-03-23 16:00:00	NA	NA	100.29
2017-03-23 16:05:00	NA	NA	99.5
2017-03-23 16:10:00	NA	NA	99.69
2017-03-23 16:15:00	NA	NA	100.81
2017-03-23 16:20:00	NA	NA	101.79
2017-03-23 16:25:00	NA	NA	102.29
2017-03-23 16:30:00	NA	NA	102.56
2017-03-23 16:35:00	NA	NA	103.01
2017-03-23 16:40:00	NA	NA	103.79
2017-03-23 16:45:00	104.44	NA	104.44
2017-03-23 16:50:00	104.86	NA	104.86
2017-03-23 16:55:00	105.12	NA	105.12
2017-03-23 17:00:00	105	NA	105
2017-03-23 17:05:00	104.33	NA	104.33
2017-03-23 17:10:00	103.22	NA	103.22
2017-03-23 17:15:00	102.77	NA	102.77
2017-03-23 17:20:00	102.93	NA	102.93
2017-03-23 17:25:00	102.83	NA	NA
2017-03-23 17:30:00	102.28	NA	NA
2017-03-23 17:35:00	101.67	NA	NA
2017-03-23 17:40:00	101.03	NA	NA
2017-03-23 17:45:00	100.37	NA	NA
2017-03-23 17:50:00	99.65	NA	NA
2017-03-23 17:55:00	98.63	NA	NA
2017-03-23 18:00:00	97.78	NA	NA
2017-03-23 18:05:00	97.14	NA	NA
2017-03-23 18:10:00	96.34	NA	NA
2017-03-23 18:15:00	95.72	NA	NA
2017-03-23 18:20:00	95.6	NA	NA
2017-03-23 18:25:00	95.38	NA	NA
2017-03-23 18:30:00	94.6	NA	NA
2017-03-23 18:35:00	93.64	NA	NA
2017-03-23 18:40:00	92.88	NA	NA
2017-03-23 18:45:00	92.27	NA	NA
2017-03-23 18:50:00	92.02	NA	NA
2017-03-23 18:55:00	92.9	NA	NA
2017-03-23 19:00:00	95.33	NA	NA
2017-03-23 19:05:00	99.34	NA	NA
2017-03-23 19:10:00	105.23	NA	NA
2017-03-23 19:15:00	113.37	NA	NA
2017-03-23 19:20:00	123.55	NA	NA
2017-03-23 19:25:00	134.66	NA	NA
2017-03-23 19:30:00	145.6	NA	NA
2017-03-23 19:35:00	155.5	NA	NA
2017-03-23 19:40:00	163.92	NA	NA
2017-03-23 19:45:00	170.43	NA	NA
2017-03-23 19:50:00	175.26	NA	NA
2017-03-23 19:55:00	178.58	NA	NA
2017-03-23 20:00:00	180.8	NA	NA
2017-03-23 20:05:00	182.05	NA	NA
2017-03-23 20:10:00	182.01	NA	NA
2017-03-23 20:15:00	180.47	NA	NA
2017-03-23 20:20:00	177.45	NA	NA
2017-03-23 20:25:00	173.09	173.09	NA
2017-03-23 20:30:00	167.74	167.74	NA
2017-03-23 20:35:00	162.23	162.23	NA
2017-03-23 20:40:00	157.26	157.26	NA
2017-03-23 20:45:00	152.17	152.17	NA
2017-03-23 20:50:00	146.8	146.8	NA
2017-03-23 20:55:00	141.83	141.83	NA
2017-03-23 21:00:00	137.52	137.52	NA
2017-03-23 21:05:00	NA	133.41	NA
2017-03-23 21:10:00	NA	128.59	NA
2017-03-23 21:15:00	NA	123.14	NA
2017-03-23 21:20:00	NA	118.14	NA
2017-03-23 21:25:00	NA	112.48	NA
2017-03-23 21:30:00	NA	106.29	NA
2017-03-23 21:35:00	NA	99.84	NA
2017-03-23 21:40:00	NA	93.47	NA
2017-03-23 21:45:00	NA	87.82	NA
2017-03-23 21:50:00	NA	83.02	NA
2017-03-23 21:55:00	NA	79.12	NA
2017-03-23 22:00:00	NA	76.53	NA
2017-03-23 22:05:00	NA	74.9	NA
2017-03-23 22:10:00	NA	73.8	NA
2017-03-23 22:15:00	72.99	72.99	NA
2017-03-23 22:20:00	72.36	72.36	NA
2017-03-23 22:25:00	71.89	71.89	NA
2017-03-23 22:30:00	71.51	71.51	NA
2017-03-23 22:35:00	71.21	71.21	NA
2017-03-23 22:40:00	70.96	70.96	NA
2017-03-23 22:45:00	70.69	70.69	NA
2017-03-23 22:50:00	70.31	70.31	NA
2017-03-23 22:55:00	69.82	NA	NA
2017-03-23 23:00:00	69.3	NA	NA
2017-03-23 23:05:00	68.92	NA	NA
2017-03-23 23:10:00	68.94	NA	NA
2017-03-23 23:15:00	69.31	NA	NA
2017-03-23 23:20:00	69.62	NA	NA
2017-03-23 23:25:00	69.51	NA	NA
2017-03-23 23:30:00	69.3	NA	NA
2017-03-23 23:35:00	69.53	NA	NA
2017-03-23 23:40:00	70.26	NA	NA
2017-03-23 23:45:00	71.79	NA	NA
2017-03-23 23:50:00	73.65	NA	NA
2017-03-23 23:55:00	75.12	NA	NA
2017-03-24 00:00:00	76.14	NA	NA
2017-03-24 00:05:00	76.78	76.78	NA
2017-03-24 00:10:00	77.29	77.29	NA
2017-03-24 00:15:00	77.81	77.81	NA
2017-03-24 00:20:00	78.29	78.29	NA
2017-03-24 00:25:00	78.81	78.81	NA
2017-03-24 00:30:00	79.31	79.31	NA
2017-03-24 00:35:00	79.87	79.87	NA
2017-03-24 00:40:00	80.35	80.35	NA
2017-03-24 00:45:00	NA	80.56	NA
2017-03-24 00:50:00	NA	80.52	NA
2017-03-24 00:55:00	NA	80.31	NA
2017-03-24 01:00:00	NA	80.16	NA
2017-03-24 01:05:00	NA	80.07	NA
2017-03-24 01:10:00	NA	80	NA
2017-03-24 01:15:00	NA	79.93	NA
2017-03-24 01:20:00	NA	79.83	NA
2017-03-24 01:25:00	NA	79.64	NA
2017-03-24 01:30:00	NA	79.37	NA
2017-03-24 01:35:00	NA	79.22	NA
2017-03-24 01:40:00	NA	79.2	NA
2017-03-24 01:45:00	NA	79.3	NA
2017-03-24 01:50:00	NA	79.57	NA
2017-03-24 01:55:00	80.06	80.06	NA
2017-03-24 02:00:00	80.59	80.59	NA
2017-03-24 02:05:00	81.01	81.01	NA
2017-03-24 02:10:00	81.35	81.35	NA
2017-03-24 02:15:00	81.53	81.53	NA
2017-03-24 02:20:00	81.79	81.79	NA
2017-03-24 02:25:00	82.01	82.01	NA
2017-03-24 02:30:00	82.2	82.2	NA
2017-03-24 02:35:00	82.37	NA	NA
2017-03-24 02:40:00	82.3	NA	NA
2017-03-24 02:45:00	81.95	NA	NA
2017-03-24 02:50:00	81.49	NA	NA
2017-03-24 02:55:00	80.97	NA	NA
2017-03-24 03:00:00	80.77	NA	NA
2017-03-24 03:05:00	80.87	NA	NA
2017-03-24 03:10:00	81.12	NA	NA
2017-03-24 03:15:00	81.63	NA	NA
2017-03-24 03:20:00	82.06	NA	NA
2017-03-24 03:25:00	82.12	NA	NA
2017-03-24 03:30:00	81.81	NA	NA
2017-03-24 03:35:00	81.31	NA	NA
2017-03-24 03:40:00	80.85	NA	NA
2017-03-24 03:45:00	81.19	NA	81.19
2017-03-24 03:50:00	81.81	NA	81.81
2017-03-24 03:55:00	82.36	NA	82.36
2017-03-24 04:00:00	82.67	NA	82.67
2017-03-24 04:05:00	82.81	NA	82.81
2017-03-24 04:10:00	82.87	NA	82.87
2017-03-24 04:15:00	82.79	NA	82.79
2017-03-24 04:20:00	82.57	NA	82.57
2017-03-24 04:25:00	NA	NA	82.2
2017-03-24 04:30:00	NA	NA	81.84
2017-03-24 04:35:00	NA	NA	81.42
2017-03-24 04:40:00	NA	NA	80.93
2017-03-24 04:45:00	NA	NA	80.77
2017-03-24 04:50:00	NA	NA	81.03
2017-03-24 04:55:00	NA	NA	81.78
2017-03-24 05:00:00	NA	NA	82.86
